"","X","age","fnlwgt","education.num","hours.per.week","workclass","marital.status","occupation","race","sex","native.country","income","net.capital.gain"
"19288",19288,52,279129,10,37,"Private","not-married","Prof.specialty","White","Male","US","More_than_50K",0
"19289",19289,27,177057,9,40,"Private","not-married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19290",19290,21,251603,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19291",19291,41,19914,13,40,"Federal.gov","married","Adm.clerical","Asian-Pac-Islander","Female","other","More_than_50K",0
"19292",19292,61,115023,10,40,"Private","married","Adm.clerical","White","Male","US","More_than_50K",0
"19293",19293,32,101709,13,40,"Private","married","Prof.specialty","Asian-Pac-Islander","Male","US","More_than_50K",0
"19294",19294,21,313702,10,40,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19295",19295,63,250068,8,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"19296",19296,34,227359,10,42,"Private","married","Other.service","White","Male","US","Less_or_equal_50K",0
"19297",19297,21,196827,12,10,"State.gov","not-married","Tech.support","White","Male","US","Less_or_equal_50K",0
"19298",19298,44,118550,9,33,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19299",19299,26,285004,13,35,"Private","not-married","Exec.managerial","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"19300",19300,36,280169,14,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19301",19301,52,76860,9,8,"Private","married","Handlers.cleaners","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"19302",19302,44,167280,13,40,"Self.emp.not.inc","married","Sales","White","Male","US","Less_or_equal_50K",0
"19303",19303,42,334783,9,40,"Private","married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19304",19304,31,226443,13,40,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19305",19305,30,366065,10,40,"Private","not-married","Craft.repair","Black","Male","US","Less_or_equal_50K",0
"19306",19306,23,225724,10,25,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19307",19307,81,132204,2,20,"State.gov","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19308",19308,38,197711,6,40,"Private","other","Machine.op.inspct","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"19309",19309,21,30619,10,38,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19310",19310,28,335015,9,40,"Local.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19311",19311,34,61272,13,40,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19312",19312,47,106544,9,40,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19313",19313,36,144169,9,50,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19314",19314,27,40295,9,99,"Private","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19315",19315,42,192397,10,38,"State.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19316",19316,43,114351,9,35,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19317",19317,53,132304,9,40,"Private","other","Machine.op.inspct","White","Female","other","Less_or_equal_50K",0
"19318",19318,58,128162,9,24,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"19319",19319,19,125938,8,40,"Private","not-married","Other.service","White","Male","other","Less_or_equal_50K",0
"19320",19320,37,170174,9,46,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19321",19321,41,203451,10,15,"Self.emp.not.inc","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19322",19322,31,109917,4,40,"Private","other","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19323",19323,31,114937,13,35,"Private","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19324",19324,53,231196,9,40,"Local.gov","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19325",19325,19,238474,10,25,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19326",19326,56,314149,16,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19327",19327,55,31728,10,40,"Federal.gov","married","Adm.clerical","White","Female","US","More_than_50K",0
"19328",19328,51,360131,3,40,"Private","married","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19329",19329,62,141308,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19330",19330,43,83411,10,50,"Private","married","Sales","White","Male","US","More_than_50K",0
"19331",19331,28,296537,9,45,"Local.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19332",19332,46,193047,9,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19333",19333,62,39630,13,40,"State.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19334",19334,57,213975,9,30,"Local.gov","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19335",19335,60,259803,13,45,"Local.gov","married","Prof.specialty","White","Female","US","More_than_50K",0
"19336",19336,23,55465,10,40,"Federal.gov","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19337",19337,21,211301,10,8,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19338",19338,51,200450,9,48,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19339",19339,61,176731,9,40,"Local.gov","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19340",19340,76,125784,13,40,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19341",19341,24,152176,10,39,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19342",19342,31,111423,13,55,"Self.emp.not.inc","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19343",19343,58,30111,10,40,"Federal.gov","other","Prof.specialty","Amer-Indian-Eskimo","Female","US","Less_or_equal_50K",0
"19344",19344,19,272800,8,25,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19345",19345,44,195881,10,45,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19346",19346,41,170924,10,7,"Local.gov","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19347",19347,21,131473,10,20,"Private","not-married","Sales","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"19348",19348,40,149466,9,35,"Private","other","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"19349",19349,25,190418,10,30,"Private","not-married","Other.service","White","Male","other","Less_or_equal_50K",0
"19350",19350,62,167889,16,40,"Local.gov","other","Prof.specialty","White","Female","other","Less_or_equal_50K",0
"19351",19351,42,177989,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19352",19352,35,186035,11,40,"Private","not-married","Tech.support","White","Male","US","Less_or_equal_50K",0
"19353",19353,19,195805,9,12,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19354",19354,60,54800,9,40,"Private","married","Other.service","White","Female","US","Less_or_equal_50K",0
"19355",19355,20,100605,9,40,"Private","not-married","Sales","Other","Male","other","Less_or_equal_50K",0
"19356",19356,23,253190,12,25,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19357",19357,18,203301,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19358",19358,40,175696,10,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19359",19359,19,278304,10,15,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19360",19360,51,93193,9,40,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19361",19361,41,158688,13,50,"Local.gov","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"19362",19362,18,327612,6,20,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19363",19363,41,210844,10,40,"Private","other","Sales","Black","Female","US","Less_or_equal_50K",0
"19364",19364,27,147340,10,40,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19365",19365,71,130436,2,28,"Self.emp.not.inc","other","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19366",19366,25,206600,8,40,"Private","married","Machine.op.inspct","White","Male","other","Less_or_equal_50K",0
"19367",19367,73,284680,9,20,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19368",19368,45,127738,10,40,"Private","married","Other.service","White","Male","US","Less_or_equal_50K",0
"19369",19369,25,213412,10,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"19370",19370,50,287927,9,16,"Private","married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19371",19371,44,249332,9,40,"Private","married","Transport.moving","White","Male","other","Less_or_equal_50K",0
"19372",19372,44,290403,11,40,"Local.gov","other","Protective.serv","White","Female","other","Less_or_equal_50K",0
"19373",19373,42,178470,9,40,"Federal.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19374",19374,20,62865,9,45,"Private","not-married","Priv.house.serv","White","Female","US","Less_or_equal_50K",0
"19375",19375,66,107196,9,18,"Private","other","Tech.support","White","Female","US","Less_or_equal_50K",0
"19376",19376,19,86860,10,15,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19377",19377,60,130684,10,55,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19378",19378,46,164682,11,40,"Private","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19379",19379,42,198316,11,35,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19380",19380,59,261816,10,52,"Private","other","Exec.managerial","White","Female","other","Less_or_equal_50K",0
"19381",19381,47,97176,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19382",19382,58,95835,10,36,"Private","married","Tech.support","White","Male","US","Less_or_equal_50K",0
"19383",19383,19,136306,7,24,"Private","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19384",19384,28,65171,10,70,"Private","married","Tech.support","White","Male","US","Less_or_equal_50K",0
"19385",19385,37,25864,9,40,"Private","other","Prof.specialty","Amer-Indian-Eskimo","Female","US","Less_or_equal_50K",0
"19386",19386,30,149531,9,50,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19387",19387,36,33887,10,40,"Private","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19388",19388,59,106748,4,99,"Private","married","Other.service","White","Female","US","Less_or_equal_50K",0
"19389",19389,45,131826,10,40,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19390",19390,37,133328,9,40,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"19391",19391,26,164737,10,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19392",19392,53,99064,5,40,"Local.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19393",19393,44,59460,9,15,"State.gov","married","Other.service","White","Female","US","Less_or_equal_50K",0
"19394",19394,27,208725,13,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19395",19395,22,138513,10,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19396",19396,41,121055,9,40,"Private","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19397",19397,53,149784,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19398",19398,58,114495,9,40,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19399",19399,32,212276,13,60,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19400",19400,32,440129,10,38,"Private","married","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"19401",19401,27,145284,9,40,"Private","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19402",19402,25,177147,10,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19403",19403,40,141537,6,40,"Private","other","Machine.op.inspct","Black","Female","US","Less_or_equal_50K",0
"19404",19404,36,48093,10,92,"Self.emp.not.inc","married","Sales","White","Male","US","Less_or_equal_50K",0
"19405",19405,23,314819,9,40,"Local.gov","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19406",19406,44,123572,5,40,"Private","married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"19407",19407,19,170800,9,60,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19408",19408,42,332401,13,40,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19409",19409,60,193038,10,15,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19410",19410,45,106910,9,40,"Federal.gov","not-married","Transport.moving","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"19411",19411,52,314627,14,40,"State.gov","other","Prof.specialty","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"19412",19412,28,115945,16,18,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19413",19413,83,272248,9,20,"Self.emp.inc","other","Sales","White","Male","US","Less_or_equal_50K",0
"19414",19414,17,167878,7,20,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19415",19415,27,176972,11,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19416",19416,35,31095,11,60,"Self.emp.not.inc","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19417",19417,40,130834,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19418",19418,23,207415,12,25,"Private","married","Sales","White","Female","US","Less_or_equal_50K",0
"19419",19419,51,264457,7,40,"Local.gov","married","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"19420",19420,51,340588,2,54,"Private","married","Other.service","White","Male","other","Less_or_equal_50K",0
"19421",19421,28,107411,9,45,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19422",19422,53,290640,9,50,"Private","married","Other.service","White","Male","other","More_than_50K",0
"19423",19423,29,106179,13,35,"Private","not-married","Adm.clerical","White","Female","other","Less_or_equal_50K",0
"19424",19424,19,247679,9,45,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19425",19425,30,171598,13,50,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"19426",19426,23,234460,4,40,"Private","not-married","Machine.op.inspct","Black","Female","other","Less_or_equal_50K",0
"19427",19427,66,196674,13,15,"Private","married","Sales","White","Male","US","More_than_50K",0
"19428",19428,27,182540,7,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19429",19429,35,172694,9,40,"Private","married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"19430",19430,17,29571,8,15,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19431",19431,27,130438,9,40,"Private","not-married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19432",19432,27,213421,15,50,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19433",19433,64,133144,9,16,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19434",19434,62,24050,9,15,"Self.emp.inc","other","Sales","White","Female","US","Less_or_equal_50K",0
"19435",19435,26,276967,10,40,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"19436",19436,40,184857,9,40,"Private","other","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19437",19437,40,145160,16,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19438",19438,35,192251,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19439",19439,25,190650,13,40,"Private","not-married","Prof.specialty","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"19440",19440,52,255927,10,24,"Local.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19441",19441,46,99086,10,40,"Private","married","Adm.clerical","White","Female","US","More_than_50K",0
"19442",19442,30,216811,9,40,"Private","married","Craft.repair","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"19443",19443,52,110563,10,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19444",19444,28,120471,9,40,"Private","not-married","Transport.moving","Other","Male","US","Less_or_equal_50K",0
"19445",19445,17,183066,6,25,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19446",19446,46,298786,10,40,"State.gov","not-married","Other.service","Black","Female","US","Less_or_equal_50K",0
"19447",19447,45,297884,13,40,"Private","other","Exec.managerial","White","Male","US","More_than_50K",0
"19448",19448,18,207438,9,40,"Self.emp.not.inc","married","Other.service","White","Female","US","Less_or_equal_50K",0
"19449",19449,90,139660,10,37,"Private","other","Sales","Black","Female","US","Less_or_equal_50K",0
"19450",19450,23,165474,10,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19451",19451,41,120277,13,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19452",19452,19,67929,10,50,"Self.emp.not.inc","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19453",19453,69,229418,9,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19454",19454,23,41356,12,32,"Federal.gov","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19455",19455,28,185127,10,54,"Private","not-married","Tech.support","White","Male","US","Less_or_equal_50K",0
"19456",19456,57,148315,9,30,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"19457",19457,73,198526,9,32,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19458",19458,25,521400,3,40,"Private","not-married","Machine.op.inspct","White","Male","other","Less_or_equal_50K",0
"19459",19459,33,100882,14,40,"Private","not-married","Exec.managerial","White","Male","US","More_than_50K",0
"19460",19460,36,124818,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19461",19461,57,71367,9,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19462",19462,31,303032,10,40,"Private","not-married","Other.service","Black","Female","US","Less_or_equal_50K",0
"19463",19463,40,390781,9,48,"State.gov","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"19464",19464,32,54782,10,40,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19465",19465,26,213081,9,40,"Private","not-married","Adm.clerical","Black","Female","other","Less_or_equal_50K",0
"19466",19466,27,89718,10,40,"Self.emp.inc","other","Sales","White","Female","US","Less_or_equal_50K",0
"19467",19467,29,253262,10,40,"Private","not-married","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19468",19468,18,78181,7,30,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19469",19469,20,158206,10,30,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19470",19470,18,391257,10,40,"State.gov","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19471",19471,56,134756,9,40,"Private","not-married","Other.service","Black","Female","US","Less_or_equal_50K",0
"19472",19472,40,183404,10,8,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19473",19473,46,192793,10,40,"Private","other","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19474",19474,53,89400,10,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19475",19475,50,237868,14,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19476",19476,23,139187,7,50,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19477",19477,40,126701,13,40,"Private","other","Exec.managerial","White","Male","US","More_than_50K",0
"19478",19478,54,172175,10,40,"Self.emp.inc","married","Transport.moving","White","Male","US","More_than_50K",0
"19479",19479,45,164210,10,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19480",19480,53,608184,9,40,"Local.gov","married","Transport.moving","Black","Male","US","More_than_50K",0
"19481",19481,50,425804,13,40,"Local.gov","other","Exec.managerial","White","Female","US","More_than_50K",0
"19482",19482,40,92036,13,40,"Self.emp.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19483",19483,36,77146,14,40,"State.gov","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19484",19484,25,191803,12,50,"Self.emp.not.inc","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19485",19485,29,54932,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19486",19486,29,251694,13,50,"Private","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19487",19487,22,268145,13,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19488",19488,56,104842,13,50,"Private","other","Prof.specialty","Black","Female","other","Less_or_equal_50K",0
"19489",19489,60,227332,14,40,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",0
"19490",19490,53,133436,4,40,"Private","other","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"19491",19491,23,309055,10,20,"State.gov","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19492",19492,18,59202,9,10,"Private","not-married","Priv.house.serv","White","Female","US","Less_or_equal_50K",0
"19493",19493,31,117963,9,60,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19494",19494,26,169121,13,48,"Private","married","Sales","White","Male","US","More_than_50K",0
"19495",19495,18,308889,7,20,"Private","not-married","Adm.clerical","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"19496",19496,45,144940,14,40,"Local.gov","other","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"19497",19497,64,102041,7,40,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"19498",19498,26,335998,9,38,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19499",19499,53,29557,10,40,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19500",19500,27,210313,9,28,"Private","not-married","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"19501",19501,32,190784,10,40,"Private","other","Machine.op.inspct","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"19502",19502,59,97168,6,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"19503",19503,61,181033,9,60,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19504",19504,46,170165,9,37,"State.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19505",19505,32,178835,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19506",19506,29,118230,9,35,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19507",19507,48,149640,14,40,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19508",19508,32,30271,10,30,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19509",19509,21,154165,9,35,"Private","not-married","Handlers.cleaners","White","Female","US","Less_or_equal_50K",0
"19510",19510,50,341797,15,50,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","More_than_50K",0
"19511",19511,44,145246,14,44,"Local.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"19512",19512,51,280093,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19513",19513,42,373469,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"19514",19514,27,199172,13,40,"Private","not-married","Protective.serv","White","Female","US","Less_or_equal_50K",0
"19515",19515,70,177199,9,3,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19516",19516,33,258932,9,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19517",19517,32,116677,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19518",19518,30,59496,10,40,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19519",19519,43,34218,10,40,"Self.emp.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19520",19520,31,200246,5,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19521",19521,64,316246,13,40,"Federal.gov","other","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"19522",19522,37,239161,10,52,"Local.gov","other","Protective.serv","Other","Male","US","Less_or_equal_50K",0
"19523",19523,49,173411,9,40,"Self.emp.not.inc","other","Sales","White","Male","US","Less_or_equal_50K",0
"19524",19524,29,259226,7,48,"Private","not-married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19525",19525,35,195516,9,40,"Local.gov","other","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19526",19526,42,160369,14,50,"State.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"19527",19527,23,147253,12,40,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19528",19528,35,199674,9,40,"Local.gov","not-married","Other.service","Black","Female","US","Less_or_equal_50K",0
"19529",19529,29,198493,11,40,"State.gov","married","Protective.serv","White","Male","US","More_than_50K",0
"19530",19530,23,377121,10,25,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19531",19531,45,513660,13,40,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19532",19532,23,171705,9,48,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19533",19533,39,315640,13,60,"Self.emp.not.inc","not-married","Sales","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"19534",19534,68,192829,12,43,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19535",19535,41,327606,8,40,"Private","other","Craft.repair","Black","Male","US","Less_or_equal_50K",0
"19536",19536,48,34845,9,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19537",19537,33,58582,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19538",19538,48,155659,11,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19539",19539,23,210029,10,20,"Local.gov","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19540",19540,26,381618,5,45,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19541",19541,35,226789,14,75,"State.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19542",19542,46,111163,9,38,"State.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19543",19543,18,92112,9,30,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19544",19544,62,136787,9,40,"Local.gov","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19545",19545,22,29810,10,30,"Private","not-married","Transport.moving","White","Female","US","Less_or_equal_50K",0
"19546",19546,26,266022,10,50,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"19547",19547,35,142874,12,36,"Private","other","Sales","Black","Female","US","Less_or_equal_50K",0
"19548",19548,25,72338,9,40,"Self.emp.not.inc","not-married","Sales","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"19549",19549,41,424478,10,45,"Private","married","Craft.repair","Black","Male","US","More_than_50K",0
"19550",19550,59,189721,13,40,"Private","married","Handlers.cleaners","White","Male","other","More_than_50K",0
"19551",19551,37,34180,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19552",19552,38,183279,10,43,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19553",19553,23,259109,12,40,"Private","married","Other.service","White","Female","other","Less_or_equal_50K",0
"19554",19554,39,172538,13,50,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",0
"19555",19555,26,322547,13,45,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19556",19556,39,300760,9,50,"Private","other","Tech.support","White","Female","US","Less_or_equal_50K",0
"19557",19557,28,232782,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19558",19558,29,174645,7,52,"Private","other","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19559",19559,43,164693,11,50,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
